0,0,0,0,0
467.112,12.996441,38.183333,58.759725,85.660956
467.122,12.99645,38.175643,58.751196,85.660362
467.132,12.998834,38.162127,58.738203,85.666991
467.142,12.996962,38.158243,58.732464,85.680528
467.152,12.997068,38.163257,58.735453,85.69724
467.162,12.993763,38.172428,58.747866,85.706709
467.171999,12.995915,38.187773,58.771097,85.709511
467.181999,12.995661,38.208436,58.798114,85.701389
467.191999,12.999541,38.232757,58.822882,85.692849
467.201999,12.999417,38.255789,58.842544,85.681196
467.211999,13.000531,38.271204,58.858009,85.674973
467.221999,12.999455,38.285187,58.861054,85.664905
467.231999,13.00109,38.289461,58.854303,85.654329
467.241999,13.004226,38.286348,58.835821,85.643907
467.251999,13.005002,38.269245,58.812398,85.635617
467.261999,13.003255,38.241786,58.782615,85.6422
467.271999,12.999065,38.207926,58.759675,85.666945
467.281999,13.001923,38.175769,58.746069,85.715944
467.292,13.002205,38.146717,58.748108,85.79563
467.302,13.004392,38.129321,58.77027,85.902359
467.312,13.001724,38.128109,58.812817,86.030827
467.322,13.004711,38.152992,58.876898,86.153306
467.332,13.004027,38.195102,58.953305,86.265087
467.342,13.004891,38.252238,59.055981,86.358007
467.352,13.001521,38.323642,59.171029,86.440639
467.362,13.000573,38.406996,59.300294,86.508216
467.372,12.997465,38.513828,59.43176,86.571546
467.382,12.994102,38.633,59.557442,86.639185
467.392,12.993626,38.764574,59.676352,86.714089
467.402,12.994402,38.875427,59.775967,86.790932
467.412,12.998335,38.95187,59.863976,86.863193
467.421999,13.001606,38.988211,59.922397,86.929216
467.431999,13.005015,38.984827,59.949704,86.992679
467.441999,13.007053,38.95022,59.94018,87.041777
467.451999,13.006182,38.879568,59.902655,87.080012
467.461999,13.010519,38.790877,59.842492,87.111263
467.471999,13.011635,38.692522,59.77408,87.137966
467.481999,13.013011,38.608073,59.70513,87.164597
467.491999,13.010555,38.543701,59.653277,87.181161
467.501999,13.00693,38.506397,59.613727,87.202738
467.511999,13.007823,38.494774,59.600171,87.225482
467.521999,13.007695,38.504012,59.60494,87.251756
467.531999,13.016973,38.536764,59.640941,87.27268
467.542,13.02215,38.592796,59.698977,87.288713
467.552,13.02688,38.670593,59.77997,87.298876
467.562,13.026155,38.762606,59.872111,87.312818
467.572,13.022711,38.859131,59.971026,87.334135
467.582,13.016431,38.950383,60.066843,87.362945
467.592,13.007929,39.027319,60.148708,87.388699
467.602,12.997277,39.078971,60.205655,87.417728
467.612,12.991034,39.103609,60.231883,87.448896
467.622,12.988158,39.101711,60.23085,87.478546
467.632,12.985767,39.077343,60.203028,87.492861
467.642,12.981557,39.028955,60.158571,87.495066
467.652,12.976087,38.956283,60.094738,87.488794
467.662,12.975881,38.865506,60.021017,87.482542
467.671999,12.979971,38.775324,59.941,87.476926
467.681999,12.979657,38.700276,59.872722,87.471267
467.691999,12.979874,38.646639,59.819061,87.456804
467.701999,12.980922,38.617866,59.784084,87.436062
467.711999,12.982577,38.613705,59.769803,87.409191
467.721999,12.9842,38.633933,59.771482,87.378886
467.731999,12.98291,38.670746,59.793276,87.340455
467.741999,12.984384,38.720531,59.822475,87.298914
467.751999,12.984685,38.774739,59.859966,87.258735
467.761999,12.982249,38.82959,59.892918,87.220586
467.771999,12.982407,38.875134,59.919499,87.189074
467.781999,12.985463,38.906231,59.938048,87.160826
467.792,12.988708,38.918403,59.938569,87.143794
467.802,12.99076,38.912709,59.925877,87.128374
467.812,12.99084,38.885306,59.893447,87.12171
467.822,12.992279,38.835692,59.852647,87.111504
467.832,12.988346,38.768533,59.800995,87.102405
467.842,12.987902,38.693918,59.742525,87.088014
467.852,12.981568,38.617917,59.68277,87.069924
467.862,12.98387,38.552025,59.627957,87.049761
467.872,12.982654,38.505699,59.583774,87.032455
467.882,12.988964,38.482026,59.553022,87.020205
467.892,12.990517,38.477165,59.538772,87.009449
467.902,12.991276,38.48742,59.542561,86.995491
467.912,12.988746,38.513773,59.563634,86.985619
467.921999,12.986106,38.554034,59.593354,86.976214
467.931999,12.982783,38.603739,59.63202,86.964239
467.941999,12.980452,38.65736,59.675554,86.954446
467.951999,12.981005,38.709418,59.719832,86.947003
467.961999,12.982013,38.756046,59.760561,86.945822
467.971999,12.982997,38.79066,59.788977,86.944767
467.981999,12.983219,38.809707,59.805581,86.944608
467.991999,12.98373,38.808322,59.799959,86.945788
468.001999,12.982914,38.79152,59.778193,86.939219
468.011999,12.981972,38.757961,59.742687,86.934129
468.021999,12.982632,38.711518,59.700286,86.929027
468.031999,12.98233,38.654756,59.651688,86.926246
468.042,12.980533,38.591954,59.602006,86.920577
468.052,12.978762,38.5343,59.555059,86.910737
468.062,12.979772,38.488716,59.513872,86.902385
468.072,12.979186,38.46316,59.482702,86.889754
468.082,12.980805,38.454446,59.468571,86.875645
468.092,12.980366,38.462617,59.467262,86.859839
468.102,12.982964,38.482492,59.481129,86.842963
468.112,12.980468,38.519579,59.506666,86.836048
468.122,12.980212,38.566809,59.546022,86.833808
468.132,12.982294,38.621332,59.593213,86.847626
468.142,12.98525,38.669028,59.64217,86.865423
468.152,12.985689,38.706646,59.689145,86.894544
468.162,12.984338,38.733327,59.72736,86.927748
468.171999,12.984405,38.745991,59.757912,86.967562
468.181999,12.988349,38.747223,59.776667,87.007116
468.191999,12.991824,38.737472,59.783289,87.047878
468.201999,12.991086,38.723186,59.779655,87.08324
468.211999,12.991397,38.709162,59.770694,87.114543
468.221999,12.990423,38.695581,59.760968,87.140133
468.231999,12.996668,38.684551,59.750535,87.16611
468.241999,12.997319,38.674657,59.748718,87.194736
468.251999,12.997366,38.666006,59.754694,87.225428
468.261999,12.995497,38.665736,59.771897,87.25986
468.271999,12.995813,38.671537,59.792197,87.292039
468.281999,12.995097,38.691568,59.823765,87.321878
468.292,12.991115,38.72171,59.859423,87.349741
468.302,12.992436,38.760268,59.905503,87.383243
468.312,12.98901,38.806947,59.950817,87.428298
468.322,12.987505,38.855091,59.998132,87.484649
468.332,12.981312,38.900504,60.047013,87.548012
468.342,12.984022,38.935747,60.099247,87.603416
468.352,12.984223,38.9609,60.152085,87.64226
468.362,12.986516,38.979629,60.200873,87.668516
468.372,12.98374,38.99171,60.23939,87.686127
468.382,12.986407,39.001648,60.264044,87.705839
468.392,12.986358,39.01089,60.271881,87.728541
468.402,12.987232,39.014085,60.266811,87.760096
468.412,12.983506,39.014367,60.257957,87.79681
468.422999,12.981044,39.010616,60.247584,87.832418
468.431999,12.981124,39.005401,60.244788,87.867952
468.441999,12.983458,38.991499,60.246026,87.898806
468.451999,12.984349,38.973434,60.254565,87.925066
468.461999,12.986175,38.957285,60.267122,87.946828
468.471999,12.986987,38.951208,60.282027,87.964456
468.481999,12.988936,38.957,60.2953,87.986707
468.491999,12.988267,38.97144,60.310203,88.007633
468.501999,12.98907,38.997031,60.327119,88.035887
468.511999,12.987206,39.029518,60.350205,88.061761
468.521999,12.983718,39.061951,60.373632,88.09315
468.531999,12.982437,39.089264,60.402622,88.125578
468.542,12.98227,39.106848,60.433202,88.161037
468.552,12.986549,39.121774,60.471754,88.198521
468.562,12.983897,39.13324,60.516773,88.238311
468.572,12.98311,39.142644,60.565542,88.288788
468.582,12.982926,39.156338,60.618311,88.349431
468.592,12.983838,39.172441,60.66862,88.415847
468.602,12.986445,39.194733,60.716776,88.478463
468.612,12.987233,39.219,60.751305,88.531272
468.622,12.988423,39.243433,60.779356,88.563456
468.632,12.989814,39.261818,60.795576,88.586548
468.642,12.988541,39.271939,60.804786,88.596273
468.652,12.992962,39.270141,60.807338,88.606499
468.662,12.992739,39.26682,60.812623,88.611269
468.671999,12.995622,39.258858,60.818254,88.619209
468.681999,12.99356,39.246341,60.821771,88.635596
468.691999,12.997312,39.23197,60.821326,88.660009
468.701999,12.99654,39.218915,60.817177,88.701272
468.711999,12.99712,39.21376,60.808646,88.75869
468.721999,12.99415,39.209414,60.805832,88.833251
468.731999,12.993594,39.206959,60.817663,88.921123
468.741999,12.996889,39.212574,60.847364,89.024322
468.751999,12.996018,39.2252,60.902835,89.139218
468.761999,12.995101,39.248556,60.977058,89.267549
468.771999,12.993403,39.29061,61.077434,89.400427
468.781999,12.993249,39.357515,61.195308,89.537223
468.792,12.994858,39.450854,61.339235,89.668684
468.802,12.994927,39.564313,61.489307,89.799419
468.812,12.997077,39.6854,61.62822,89.932438
468.822,12.993832,39.801727,61.750447,90.073017
468.832,12.991257,39.903449,61.869884,90.221272
468.842,12.989168,39.988914,62.003148,90.380805
468.852,12.988397,40.056966,62.137933,90.53754
468.862,12.986345,40.101716,62.260266,90.694251
468.872,12.983957,40.127123,62.356663,90.847354
468.882,12.986334,40.138553,62.432987,91.006017
468.892,12.988333,40.145493,62.493472,91.154607
468.902,12.992021,40.151805,62.535943,91.286744
468.912,12.992279,40.162864,62.571291,91.394853
468.921999,12.990642,40.181485,62.603546,91.487839
468.931999,12.987772,40.211172,62.643057,91.559711
468.941999,12.989219,40.251945,62.690889,91.617956
468.951999,12.987583,40.299002,62.745501,91.656456
468.961999,12.98709,40.34562,62.803908,91.674295
